date,emp_id,name,department,site,shift,status,punch_in,punch_out,hours_worked,gps_location_match,base_salary
2024-01-04,EMP0134,Employee_134,Maintenance,Site_Beta,Night,Present,07:10,19:39,9.5,True,20000
2024-01-04,EMP0135,Employee_135,Housekeeping,Site_Beta,Night,Present,09:11,20:47,9.2,True,20000
2024-01-04,EMP0136,Employee_136,Housekeeping,Site_Alpha,Night,Present,08:20,19:57,8.6,True,15000
2024-01-04,EMP0137,Employee_137,Maintenance,Site_Delta,Morning,Present,09:04,19:30,7.9,True,25000
2024-01-04,EMP0138,Employee_138,Maintenance,Site_Beta,Morning,Present,09:26,18:44,8.1,True,20000
2024-01-04,EMP0139,Employee_139,Maintenance,Site_Delta,Morning,Present,09:33,17:30,9.7,True,18000
2024-01-04,EMP0140,Employee_140,Housekeeping,Site_Epsilon,Afternoon,Present,09:18,20:38,10.0,True,25000
2024-01-04,EMP0141,Employee_141,Maintenance,Site_Beta,Afternoon,Present,09:22,18:39,9.2,True,22000
2024-01-04,EMP0142,Employee_142,Maintenance,Site_Gamma,Morning,Present,08:51,18:56,9.3,True,22000
2024-01-04,EMP0143,Employee_143,Security,Site_Beta,Morning,Absent,,,0.0,,22000
2024-01-04,EMP0144,Employee_144,Maintenance,Site_Alpha,Afternoon,Present,07:29,17:47,10.0,True,15000
2024-01-04,EMP0145,Employee_145,Maintenance,Site_Epsilon,Morning,Absent,,,,,22000
2024-01-04,EMP0146,Employee_146,Maintenance,Site_Gamma,Night,Present,08:22,18:00,9.4,True,22000
2024-01-04,EMP0147,Employee_147,Maintenance,Site_Alpha,Night,Present,07:19,19:32,9.1,True,18000
2024-01-04,EMP0148,Employee_148,Reception,Site_Alpha,Night,Present,08:21,20:46,9.2,True,25000
2024-01-04,EMP0149,Employee_149,Maintenance,Site_Epsilon,Morning,Present,07:21,19:59,9.5,True,15000
2024-01-04,EMP0150,Employee_150,Reception,Site_Gamma,Night,Present,09:08,20:09,9.4,True,22000
2024-01-04,EMP0151,Employee_151,Security,Site_Beta,Morning,Present,08:29,20:59,9.7,True,15000
2024-01-04,EMP0152,Employee_152,Maintenance,Site_Delta,Morning,Present,09:43,19:35,9.1,True,15000
2024-01-04,EMP0153,Employee_153,Housekeeping,Site_Epsilon,Morning,Present,08:04,18:17,10.0,True,22000
2024-01-04,EMP0154,Employee_154,Reception,Site_Gamma,Night,Present,09:53,18:36,9.3,True,25000
2024-01-04,EMP0155,Employee_155,Reception,Site_Epsilon,Night,Present,08:45,19:45,7.6,True,18000
2024-01-04,EMP0156,Employee_156,Reception,Site_Alpha,Afternoon,Present,07:23,20:53,10.4,True,25000
2024-01-04,EMP0157,Employee_157,Reception,Site_Gamma,Morning,Present,07:23,17:49,8.1,True,20000
2024-01-04,EMP0158,Employee_158,Housekeeping,Site_Delta,Afternoon,Present,08:57,18:12,8.5,True,18000
2024-01-04,EMP0159,Employee_159,Maintenance,Site_Alpha,Night,Late,11:49,18:09,6.9,True,20000
2024-01-04,EMP0160,Employee_160,Maintenance,Site_Alpha,Afternoon,Present,09:43,18:13,9.7,True,20000
2024-01-04,EMP0161,Employee_161,Housekeeping,Site_Alpha,Afternoon,Present,09:07,17:19,10.3,True,15000
2024-01-04,EMP0162,Employee_162,Housekeeping,Site_Epsilon,Morning,Present,07:21,20:56,7.6,True,15000
2024-01-04,EMP0163,Employee_163,Maintenance,Site_Beta,Morning,Present,08:01,19:40,10.2,True,25000
2024-01-04,EMP0164,Employee_164,Housekeeping,Site_Alpha,Night,Present,08:34,19:49,8.8,True,18000
2024-01-04,EMP0165,Employee_165,Housekeeping,Site_Beta,Afternoon,Present,08:07,17:39,9.2,True,18000
2024-01-04,EMP0166,Employee_166,Security,Site_Gamma,Morning,Present,09:20,19:09,10.3,True,18000
2024-01-04,EMP0167,Employee_167,Maintenance,Site_Beta,Morning,Present,07:04,19:39,10.2,True,15000
2024-01-04,EMP0168,Employee_168,Housekeeping,Site_Alpha,Afternoon,Present,07:30,17:06,8.7,True,18000
2024-01-04,EMP0169,Employee_169,Maintenance,Site_Alpha,Morning,Present,09:38,20:39,8.6,True,20000
2024-01-04,EMP0170,Employee_170,Security,Site_Beta,Night,Present,09:51,17:59,9.8,True,22000
2024-01-04,EMP0171,Employee_171,Security,Site_Alpha,Afternoon,Present,09:29,17:29,8.4,True,22000
2024-01-04,EMP0172,Employee_172,Maintenance,Site_Epsilon,Night,Present,08:14,18:09,10.1,True,15000
2024-01-04,EMP0173,Employee_173,Reception,Site_Epsilon,Morning,Late,11:11,19:58,6.7,True,25000
2024-01-04,EMP0174,Employee_174,Security,Site_Epsilon,Afternoon,Present,08:29,20:01,7.7,True,22000
2024-01-04,EMP0175,Employee_175,Security,Site_Alpha,Afternoon,Present,07:18,19:38,9.2,True,22000
2024-01-04,EMP0176,Employee_176,Reception,Site_Alpha,Afternoon,Present,09:50,17:20,9.2,True,22000
2024-01-04,EMP0177,Employee_177,Security,Site_Alpha,Afternoon,Present,08:25,20:15,9.4,True,25000
2024-01-04,EMP0178,Employee_178,Housekeeping,Site_Alpha,Morning,Absent,,,0.0,,20000
2024-01-04,EMP0179,Employee_179,Maintenance,Site_Delta,Night,Present,08:13,20:50,10.4,True,25000
2024-01-04,EMP0180,Employee_180,Maintenance,Site_Delta,Night,Present,09:15,18:42,9.5,True,25000
2024-01-04,EMP0181,Employee_181,Reception,Site_Alpha,Night,Present,08:07,20:20,9.2,True,15000
2024-01-04,EMP0182,Employee_182,Housekeeping,Site_Delta,Afternoon,Present,08:04,17:43,9.9,True,18000
2024-01-04,EMP0183,Employee_183,Reception,Site_Gamma,Afternoon,Present,08:41,17:05,8.2,True,22000
2024-01-04,EMP0184,Employee_184,Reception,Site_Alpha,Afternoon,Present,09:51,17:48,7.9,True,22000
2024-01-04,EMP0185,Employee_185,Maintenance,Site_Gamma,Afternoon,Present,08:39,20:12,8.1,True,18000
2024-01-04,EMP0186,Employee_186,Reception,Site_Alpha,Morning,Present,09:19,20:45,10.4,True,15000
2024-01-04,EMP0187,Employee_187,Security,Site_Delta,Morning,Present,07:39,20:54,7.9,True,20000
2024-01-04,EMP0188,Employee_188,Housekeeping,Site_Epsilon,Morning,Present,09:03,17:45,9.2,True,25000
2024-01-04,EMP0189,Employee_189,Maintenance,Site_Alpha,Afternoon,Present,08:55,17:15,8.8,True,20000
2024-01-04,EMP0190,Employee_190,Reception,Site_Alpha,Afternoon,Present,09:24,20:24,8.8,True,25000
2024-01-04,EMP0191,Employee_191,Maintenance,Site_Gamma,Morning,Present,07:12,20:53,10.3,True,25000
2024-01-04,EMP0192,Employee_192,Housekeeping,Site_Beta,Night,Present,09:08,18:00,7.7,False,22000
2024-01-04,EMP0193,Employee_193,Housekeeping,Site_Alpha,Afternoon,Present,08:42,20:08,7.8,True,25000
2024-01-04,EMP0194,Employee_194,Maintenance,Site_Alpha,Afternoon,Present,08:57,20:39,8.0,True,25000
2024-01-04,EMP0195,Employee_195,Housekeeping,Site_Delta,Night,Present,08:24,19:14,8.1,True,25000
2024-01-04,EMP0196,Employee_196,Security,Site_Epsilon,Night,Present,09:15,19:26,,True,20000
2024-01-04,EMP0197,Employee_197,Security,Site_Beta,Afternoon,Present,07:36,20:45,8.6,True,20000
2024-01-04,EMP0198,Employee_198,Maintenance,Site_Gamma,Morning,Absent,,,0.0,,18000
2024-01-04,EMP0199,Employee_199,Housekeeping,Site_Epsilon,Night,Present,09:46,19:29,9.1,True,22000
2024-01-04,EMP0200,Employee_200,Security,Site_Beta,Night,Present,07:30,17:43,9.4,True,15000
2024-01-05,EMP0001,Employee_1,Reception,Site_Delta,Morning,Present,07:57,19:34,9.8,True,20000
2024-01-05,EMP0002,Employee_2,Maintenance,Site_Delta,Afternoon,Present,08:36,19:26,8.6,True,25000
2024-01-05,EMP0003,Employee_3,Housekeeping,Site_Delta,Morning,Present,07:02,19:46,9.9,True,20000
2024-01-05,EMP0004,Employee_4,Reception,Site_Delta,Morning,Present,09:10,17:42,10.5,True,22000
2024-01-05,EMP0005,Employee_5,Maintenance,Site_Delta,Night,Present,08:31,17:08,9.0,True,18000
2024-01-05,EMP0006,Employee_6,Reception,Site_Beta,Night,Present,07:39,19:17,10.1,False,25000
2024-01-05,EMP0007,Employee_7,Security,Site_Delta,Night,Present,07:58,18:42,8.8,True,25000
2024-01-05,EMP0008,Employee_8,Security,Site_Alpha,Night,Present,09:15,20:11,9.9,True,22000
2024-01-05,EMP0009,Employee_9,Housekeeping,Site_Delta,Morning,Present,07:09,18:53,9.0,True,15000
2024-01-05,EMP0010,Employee_10,Maintenance,Site_Delta,Afternoon,Present,07:42,20:46,9.4,True,18000
2024-01-05,EMP0011,Employee_11,Reception,Site_Gamma,Afternoon,Present,08:03,19:48,10.0,True,22000
2024-01-05,EMP0012,Employee_12,Maintenance,Site_Delta,Afternoon,Present,08:19,20:47,10.3,True,15000
2024-01-05,EMP0013,Employee_13,Reception,Site_Alpha,Night,Present,09:45,20:30,8.3,True,25000
2024-01-05,EMP0014,Employee_14,Security,Site_Gamma,Morning,Present,08:59,20:24,9.5,True,15000
2024-01-05,EMP0015,Employee_15,Security,Site_Alpha,Morning,Present,07:06,19:54,8.8,True,18000
2024-01-05,EMP0016,Employee_16,Security,Site_Epsilon,Morning,Late,11:17,18:51,5.2,True,18000
2024-01-05,EMP0017,Employee_17,Housekeeping,Site_Delta,Night,Present,08:29,18:46,9.5,True,15000
2024-01-05,EMP0018,Employee_18,Housekeeping,Site_Delta,Night,Present,09:44,18:20,9.1,True,20000
2024-01-05,EMP0019,Employee_19,Maintenance,Site_Beta,Night,Present,07:26,17:33,7.8,True,25000
2024-01-05,EMP0020,Employee_20,Security,Site_Beta,Afternoon,Present,08:16,18:02,7.6,True,15000
2024-01-05,EMP0021,Employee_21,Security,Site_Gamma,Night,Absent,,,0.0,,22000
2024-01-05,EMP0022,Employee_22,Reception,Site_Beta,Morning,Present,07:38,17:45,10.4,True,25000
2024-01-05,EMP0023,Employee_23,Housekeeping,Site_Alpha,Night,Present,08:42,18:57,7.8,True,20000
2024-01-05,EMP0024,Employee_24,Security,Site_Epsilon,Morning,Present,09:59,17:40,8.9,True,20000
2024-01-05,EMP0025,Employee_25,Reception,Site_Gamma,Morning,Present,09:57,19:16,8.0,True,25000
2024-01-05,EMP0026,Employee_26,Maintenance,Site_Alpha,Afternoon,Present,08:24,19:03,8.3,True,22000
2024-01-05,EMP0027,Employee_27,Security,Site_Delta,Afternoon,Present,07:31,18:39,8.7,True,22000
2024-01-05,EMP0028,Employee_28,Housekeeping,Site_Delta,Morning,Present,09:49,20:13,9.3,True,25000
2024-01-05,EMP0029,Employee_29,Maintenance,Site_Epsilon,Night,Present,08:06,17:04,,True,22000
2024-01-05,EMP0030,Employee_30,Reception,Site_Delta,Night,Present,07:57,20:09,9.5,False,25000
2024-01-05,EMP0031,Employee_31,Maintenance,Site_Gamma,Morning,Present,08:17,18:44,8.5,True,15000
2024-01-05,EMP0032,Employee_32,Maintenance,Site_Delta,Morning,Present,09:49,20:30,8.8,True,22000
2024-01-05,EMP0033,Employee_33,Reception,Site_Gamma,Morning,Present,07:34,18:00,8.7,True,22000
2024-01-05,EMP0034,Employee_34,Maintenance,Site_Beta,Afternoon,Present,07:36,19:21,9.5,True,18000
2024-01-05,EMP0035,Employee_35,Maintenance,Site_Gamma,Afternoon,Present,09:05,19:34,10.1,True,20000
2024-01-05,EMP0036,Employee_36,Maintenance,Site_Epsilon,Morning,Present,08:41,18:11,9.2,True,25000
2024-01-05,EMP0037,Employee_37,Housekeeping,Site_Alpha,Morning,Present,08:44,20:57,,True,22000
2024-01-05,EMP0038,Employee_38,Reception,Site_Epsilon,Morning,Present,09:28,18:08,7.6,False,22000
2024-01-05,EMP0039,Employee_39,Reception,Site_Delta,Morning,Absent,,,0.0,,15000
2024-01-05,EMP0040,Employee_40,Maintenance,Site_Beta,Afternoon,Present,08:04,19:31,9.1,True,18000
2024-01-05,EMP0041,Employee_41,Maintenance,Site_Epsilon,Afternoon,Present,07:02,19:03,8.5,True,22000
2024-01-05,EMP0042,Employee_42,Maintenance,Site_Delta,Night,Present,07:51,20:43,10.1,True,25000
2024-01-05,EMP0043,Employee_43,Maintenance,Site_Gamma,Night,Present,07:59,17:02,9.7,True,22000
2024-01-05,EMP0044,Employee_44,Maintenance,Site_Gamma,Afternoon,Present,09:02,18:44,9.4,False,18000
2024-01-05,EMP0045,Employee_45,Security,Site_Beta,Afternoon,Present,08:52,17:29,9.3,True,15000
2024-01-05,EMP0046,Employee_46,Housekeeping,Site_Beta,Morning,Present,07:07,20:38,9.9,True,22000
2024-01-05,EMP0047,Employee_47,Maintenance,Site_Epsilon,Night,Present,08:21,20:20,7.9,True,25000
2024-01-05,EMP0048,Employee_48,Maintenance,Site_Alpha,Morning,Present,08:53,18:48,7.6,True,20000
2024-01-05,EMP0049,Employee_49,Housekeeping,Site_Gamma,Morning,Present,08:09,20:10,9.6,True,20000
2024-01-05,EMP0050,Employee_50,Security,Site_Epsilon,Morning,Present,09:02,18:06,9.9,True,20000
2024-01-05,EMP0051,Employee_51,Security,Site_Alpha,Night,Present,07:01,20:05,7.5,True,20000
2024-01-05,EMP0052,Employee_52,Housekeeping,Site_Delta,Morning,Present,09:37,19:26,9.6,True,15000
2024-01-05,EMP0053,Employee_53,Maintenance,Site_Delta,Afternoon,Present,07:13,18:40,8.3,True,22000
2024-01-05,EMP0054,Employee_54,Maintenance,Site_Beta,Morning,Present,07:39,17:38,8.0,True,20000
2024-01-05,EMP0055,Employee_55,Reception,Site_Alpha,Morning,Absent,,,0.0,,22000
2024-01-05,EMP0056,Employee_56,Reception,Site_Alpha,Night,Present,08:22,20:00,9.2,True,15000
2024-01-05,EMP0057,Employee_57,Housekeeping,Site_Beta,Night,Absent,,,,,20000
2024-01-05,EMP0058,Employee_58,Security,Site_Beta,Morning,Absent,,,0.0,,25000
2024-01-05,EMP0059,Employee_59,Reception,Site_Epsilon,Night,Present,09:32,18:29,9.8,True,25000
2024-01-05,EMP0060,Employee_60,Housekeeping,Site_Epsilon,Afternoon,Present,07:07,18:43,10.0,True,22000
2024-01-05,EMP0061,Employee_61,Reception,Site_Gamma,Night,Present,07:42,17:03,9.4,True,22000
2024-01-05,EMP0062,Employee_62,Maintenance,Site_Epsilon,Night,Present,08:39,20:02,7.8,True,15000
2024-01-05,EMP0063,Employee_63,Security,Site_Beta,Night,Present,07:50,17:31,9.0,True,18000
2024-01-05,EMP0064,Employee_64,Maintenance,Site_Alpha,Morning,Present,08:37,19:26,8.1,True,18000
2024-01-05,EMP0065,Employee_65,Housekeeping,Site_Epsilon,Morning,Present,07:20,18:06,8.2,True,18000
2024-01-05,EMP0066,Employee_66,Security,Site_Delta,Afternoon,Present,07:04,20:37,9.0,True,25000
2024-01-05,EMP0067,Employee_67,Reception,Site_Gamma,Morning,Present,09:29,18:24,8.6,True,18000
2024-01-05,EMP0068,Employee_68,Maintenance,Site_Gamma,Night,Present,08:17,18:21,7.9,True,22000
2024-01-05,EMP0069,Employee_69,Security,Site_Beta,Afternoon,Present,07:07,20:29,8.8,True,25000
2024-01-05,EMP0070,Employee_70,Housekeeping,Site_Delta,Morning,Present,08:38,18:50,9.9,True,25000
2024-01-05,EMP0071,Employee_71,Housekeeping,Site_Beta,Afternoon,Late,12:35,17:05,6.0,True,18000
2024-01-05,EMP0072,Employee_72,Security,Site_Alpha,Morning,Present,07:37,20:53,8.9,False,20000
2024-01-05,EMP0073,Employee_73,Maintenance,Site_Delta,Morning,Present,07:15,19:27,9.2,True,22000
2024-01-05,EMP0074,Employee_74,Maintenance,Site_Delta,Afternoon,Present,07:58,17:26,10.4,False,25000
2024-01-05,EMP0075,Employee_75,Reception,Site_Delta,Morning,Present,09:02,20:33,8.7,True,25000
2024-01-05,EMP0076,Employee_76,Security,Site_Delta,Night,Present,07:28,20:15,7.7,True,20000
2024-01-05,EMP0077,Employee_77,Maintenance,Site_Alpha,Morning,Present,08:13,18:22,8.4,True,18000
2024-01-05,EMP0078,Employee_78,Security,Site_Gamma,Night,Present,08:42,19:10,9.6,True,15000
2024-01-05,EMP0079,Employee_79,Housekeeping,Site_Delta,Night,Present,07:29,20:49,,True,22000
2024-01-05,EMP0080,Employee_80,Maintenance,Site_Beta,Night,Present,08:40,20:45,9.4,True,22000
2024-01-05,EMP0081,Employee_81,Reception,Site_Alpha,Afternoon,Present,09:21,17:18,8.8,True,20000
2024-01-05,EMP0082,Employee_82,Reception,Site_Gamma,Afternoon,Absent,,,0.0,,15000
2024-01-05,EMP0083,Employee_83,Housekeeping,Site_Gamma,Afternoon,Present,07:50,17:39,10.1,True,22000
2024-01-05,EMP0084,Employee_84,Maintenance,Site_Delta,Night,Present,09:23,17:07,8.6,True,15000
2024-01-05,EMP0085,Employee_85,Reception,Site_Alpha,Afternoon,Present,08:11,17:35,9.6,True,20000
2024-01-05,EMP0086,Employee_86,Maintenance,Site_Alpha,Afternoon,Absent,,,0.0,,25000
2024-01-05,EMP0087,Employee_87,Security,Site_Epsilon,Afternoon,Present,07:41,20:47,10.3,True,22000
2024-01-05,EMP0088,Employee_88,Security,Site_Beta,Night,Absent,,,0.0,,20000
2024-01-05,EMP0089,Employee_89,Reception,Site_Delta,Morning,Present,09:48,18:20,8.6,True,18000
2024-01-05,EMP0090,Employee_90,Maintenance,Site_Epsilon,Morning,Present,08:03,17:23,8.5,True,20000
2024-01-05,EMP0091,Employee_91,Reception,Site_Delta,Morning,Present,07:30,19:28,9.4,True,15000
2024-01-05,EMP0092,Employee_92,Housekeeping,Site_Beta,Afternoon,Absent,,,0.0,,25000
2024-01-05,EMP0093,Employee_93,Security,Site_Epsilon,Afternoon,Present,07:12,20:05,7.7,True,15000
2024-01-05,EMP0094,Employee_94,Housekeeping,Site_Alpha,Afternoon,Present,07:06,18:17,7.8,True,15000
2024-01-05,EMP0095,Employee_95,Housekeeping,Site_Delta,Night,Present,07:33,17:18,8.7,True,20000
2024-01-05,EMP0096,Employee_96,Maintenance,Site_Delta,Afternoon,Absent,,,0.0,,22000
2024-01-05,EMP0097,Employee_97,Housekeeping,Site_Delta,Night,Present,08:28,17:18,8.1,False,18000
2024-01-05,EMP0098,Employee_98,Reception,Site_Beta,Night,Present,09:41,19:26,9.2,True,25000
2024-01-05,EMP0099,Employee_99,Housekeeping,Site_Alpha,Afternoon,Present,08:37,20:29,8.4,True,22000
2024-01-05,EMP0100,Employee_100,Maintenance,Site_Epsilon,Afternoon,Present,07:50,19:14,9.0,True,15000
2024-01-05,EMP0101,Employee_101,Maintenance,Site_Gamma,Night,Present,07:09,19:18,,True,25000
2024-01-05,EMP0102,Employee_102,Reception,Site_Beta,Afternoon,Absent,,,0.0,,25000
2024-01-05,EMP0103,Employee_103,Reception,Site_Gamma,Afternoon,Present,08:11,18:53,9.6,True,25000
2024-01-05,EMP0104,Employee_104,Reception,Site_Delta,Afternoon,Present,07:15,17:02,10.5,True,18000
2024-01-05,EMP0105,Employee_105,Housekeeping,Site_Epsilon,Afternoon,Present,08:11,18:35,9.6,True,18000
2024-01-05,EMP0106,Employee_106,Reception,Site_Alpha,Afternoon,Absent,,,0.0,,22000
2024-01-05,EMP0107,Employee_107,Reception,Site_Delta,Night,Present,08:34,18:34,8.4,True,18000
2024-01-05,EMP0108,Employee_108,Reception,Site_Alpha,Morning,Present,08:49,18:29,10.3,True,25000
2024-01-05,EMP0109,Employee_109,Maintenance,Site_Alpha,Afternoon,Absent,,,0.0,,15000
2024-01-05,EMP0110,Employee_110,Reception,Site_Alpha,Night,Present,09:21,19:30,10.2,True,18000
2024-01-05,EMP0111,Employee_111,Reception,Site_Beta,Morning,Present,09:42,18:51,9.2,True,22000
2024-01-05,EMP0112,Employee_112,Maintenance,Site_Gamma,Night,Present,09:07,20:57,7.6,True,22000
2024-01-05,EMP0113,Employee_113,Security,Site_Gamma,Night,Present,07:25,18:28,8.6,True,25000
2024-01-05,EMP0114,Employee_114,Reception,Site_Gamma,Night,Present,07:37,18:50,10.3,True,22000
2024-01-05,EMP0115,Employee_115,Security,Site_Epsilon,Morning,Present,09:54,20:43,9.5,True,18000
2024-01-05,EMP0116,Employee_116,Maintenance,Site_Beta,Night,Present,07:31,19:38,9.3,True,15000
2024-01-05,EMP0117,Employee_117,Reception,Site_Alpha,Night,Late,11:25,17:45,7.1,True,15000
2024-01-05,EMP0118,Employee_118,Reception,Site_Beta,Night,Present,08:00,19:22,8.6,True,20000
2024-01-05,EMP0119,Employee_119,Security,Site_Alpha,Afternoon,Late,10:13,19:56,6.1,True,15000
2024-01-05,EMP0120,Employee_120,Maintenance,Site_Gamma,Afternoon,Absent,,,0.0,,22000
2024-01-05,EMP0121,Employee_121,Housekeeping,Site_Beta,Night,Present,08:10,20:46,10.2,True,22000
2024-01-05,EMP0122,Employee_122,Housekeeping,Site_Beta,Morning,Present,07:09,18:19,8.9,True,15000
2024-01-05,EMP0123,Employee_123,Reception,Site_Epsilon,Night,Absent,,,0.0,,18000
2024-01-05,EMP0124,Employee_124,Reception,Site_Epsilon,Morning,Present,09:48,20:05,7.5,True,18000
2024-01-05,EMP0125,Employee_125,Reception,Site_Gamma,Afternoon,Present,07:35,20:45,9.2,True,20000
2024-01-05,EMP0126,Employee_126,Security,Site_Delta,Afternoon,Present,08:18,20:02,10.0,True,25000
2024-01-05,EMP0127,Employee_127,Housekeeping,Site_Alpha,Afternoon,Present,08:35,20:14,7.6,False,20000
2024-01-05,EMP0128,Employee_128,Maintenance,Site_Delta,Night,Present,09:53,20:07,9.5,True,20000
2024-01-05,EMP0129,Employee_129,Reception,Site_Gamma,Morning,Present,08:58,18:01,7.9,True,22000
2024-01-05,EMP0130,Employee_130,Reception,Site_Alpha,Morning,Absent,,,0.0,,22000
2024-01-05,EMP0131,Employee_131,Maintenance,Site_Epsilon,Afternoon,Present,09:23,20:36,8.8,True,20000
2024-01-05,EMP0132,Employee_132,Security,Site_Delta,Afternoon,Present,09:52,17:23,9.0,True,15000
2024-01-05,EMP0133,Employee_133,Security,Site_Epsilon,Night,Present,07:37,17:09,8.5,True,22000
2024-01-05,EMP0134,Employee_134,Maintenance,Site_Beta,Night,Present,07:03,19:23,8.8,True,20000
2024-01-05,EMP0135,Employee_135,Housekeeping,Site_Beta,Night,Present,08:18,17:32,8.1,True,20000
2024-01-05,EMP0136,Employee_136,Housekeeping,Site_Alpha,Night,Present,09:48,18:34,8.5,True,15000
2024-01-05,EMP0137,Employee_137,Maintenance,Site_Delta,Morning,Present,08:17,19:06,9.1,True,25000
2024-01-05,EMP0138,Employee_138,Maintenance,Site_Beta,Morning,Present,07:33,19:23,,True,20000
2024-01-05,EMP0139,Employee_139,Maintenance,Site_Delta,Morning,Absent,,,0.0,,18000
2024-01-05,EMP0140,Employee_140,Housekeeping,Site_Epsilon,Afternoon,Present,07:09,18:53,8.1,True,25000
2024-01-05,EMP0141,Employee_141,Maintenance,Site_Beta,Afternoon,Present,09:54,17:26,8.9,True,22000
2024-01-05,EMP0142,Employee_142,Maintenance,Site_Gamma,Morning,Present,07:30,19:19,9.6,True,22000
2024-01-05,EMP0143,Employee_143,Security,Site_Beta,Morning,Present,09:33,19:11,9.6,False,22000
2024-01-05,EMP0144,Employee_144,Maintenance,Site_Alpha,Afternoon,Present,07:08,18:44,8.2,True,15000
2024-01-05,EMP0145,Employee_145,Maintenance,Site_Epsilon,Morning,Present,07:27,17:04,7.6,True,22000
2024-01-05,EMP0146,Employee_146,Maintenance,Site_Gamma,Night,Present,07:06,17:50,9.5,True,22000
2024-01-05,EMP0147,Employee_147,Maintenance,Site_Alpha,Night,Present,08:02,17:19,9.5,True,18000
2024-01-05,EMP0148,Employee_148,Reception,Site_Alpha,Night,Present,09:13,18:11,9.5,False,25000
2024-01-05,EMP0149,Employee_149,Maintenance,Site_Epsilon,Morning,Present,09:17,19:22,8.0,True,15000
2024-01-05,EMP0150,Employee_150,Reception,Site_Gamma,Night,Present,07:32,17:06,10.0,True,22000
2024-01-05,EMP0151,Employee_151,Security,Site_Beta,Morning,Present,09:12,19:10,10.2,True,15000
2024-01-05,EMP0152,Employee_152,Maintenance,Site_Delta,Morning,Absent,,,0.0,,15000
2024-01-05,EMP0153,Employee_153,Housekeeping,Site_Epsilon,Morning,Present,07:58,20:23,9.6,True,22000
2024-01-05,EMP0154,Employee_154,Reception,Site_Gamma,Night,Present,07:11,19:24,8.8,True,25000
2024-01-05,EMP0155,Employee_155,Reception,Site_Epsilon,Night,Present,08:07,20:07,9.1,True,18000
2024-01-05,EMP0156,Employee_156,Reception,Site_Alpha,Afternoon,Present,08:35,17:05,8.5,True,25000
2024-01-05,EMP0157,Employee_157,Reception,Site_Gamma,Morning,Present,09:47,19:43,10.4,True,20000
2024-01-05,EMP0158,Employee_158,Housekeeping,Site_Delta,Afternoon,Present,08:54,20:12,10.1,True,18000
2024-01-05,EMP0159,Employee_159,Maintenance,Site_Alpha,Night,Present,09:23,18:00,10.5,True,20000
2024-01-05,EMP0160,Employee_160,Maintenance,Site_Alpha,Afternoon,Present,08:33,17:07,7.9,True,20000
2024-01-05,EMP0161,Employee_161,Housekeeping,Site_Alpha,Afternoon,Present,07:47,18:04,,True,15000
2024-01-05,EMP0162,Employee_162,Housekeeping,Site_Epsilon,Morning,Present,08:07,18:53,8.8,True,15000
2024-01-05,EMP0163,Employee_163,Maintenance,Site_Beta,Morning,Present,09:37,19:48,9.9,True,25000
2024-01-05,EMP0164,Employee_164,Housekeeping,Site_Alpha,Night,Present,08:42,20:31,9.0,True,18000
2024-01-05,EMP0165,Employee_165,Housekeeping,Site_Beta,Afternoon,Present,07:16,20:31,8.2,True,18000
2024-01-05,EMP0166,Employee_166,Security,Site_Gamma,Morning,Present,09:03,17:31,9.5,True,18000
2024-01-05,EMP0167,Employee_167,Maintenance,Site_Beta,Morning,Present,09:20,18:19,9.4,True,15000
2024-01-05,EMP0168,Employee_168,Housekeeping,Site_Alpha,Afternoon,Present,09:49,20:50,,True,18000
2024-01-05,EMP0169,Employee_169,Maintenance,Site_Alpha,Morning,Present,09:16,19:51,10.1,True,20000
2024-01-05,EMP0170,Employee_170,Security,Site_Beta,Night,Absent,,,0.0,,22000
2024-01-05,EMP0171,Employee_171,Security,Site_Alpha,Afternoon,Present,08:56,17:24,8.9,True,22000
2024-01-05,EMP0172,Employee_172,Maintenance,Site_Epsilon,Night,Present,07:02,18:35,9.5,True,15000
2024-01-05,EMP0173,Employee_173,Reception,Site_Epsilon,Morning,Late,10:31,18:08,5.8,True,25000
2024-01-05,EMP0174,Employee_174,Security,Site_Epsilon,Afternoon,Present,07:36,20:42,9.2,True,22000
2024-01-05,EMP0175,Employee_175,Security,Site_Alpha,Afternoon,Present,09:54,18:32,7.7,True,22000
2024-01-05,EMP0176,Employee_176,Reception,Site_Alpha,Afternoon,Present,08:39,19:49,10.4,True,22000
2024-01-05,EMP0177,Employee_177,Security,Site_Alpha,Afternoon,Present,07:08,19:22,9.9,True,25000
2024-01-05,EMP0178,Employee_178,Housekeeping,Site_Alpha,Morning,Present,09:21,20:06,8.8,True,20000
2024-01-05,EMP0179,Employee_179,Maintenance,Site_Delta,Night,Present,07:42,18:15,8.2,True,25000
2024-01-05,EMP0180,Employee_180,Maintenance,Site_Delta,Night,Present,09:04,19:07,8.5,False,25000
2024-01-05,EMP0181,Employee_181,Reception,Site_Alpha,Night,Present,08:42,20:36,9.0,True,15000
2024-01-05,EMP0182,Employee_182,Housekeeping,Site_Delta,Afternoon,Present,08:37,17:20,8.6,True,18000
2024-01-05,EMP0183,Employee_183,Reception,Site_Gamma,Afternoon,Present,08:06,18:21,9.0,True,22000
2024-01-05,EMP0184,Employee_184,Reception,Site_Alpha,Afternoon,Present,07:39,19:23,10.4,True,22000
